dataset,model,seed,split,threshold_kind,threshold,precision,recall,f1,far,auroc,tp,fp,fn,tn
ST12000NM0007,GRU,70,test,disk_opt,0.32,0.336449,0.047417,0.08312,0.000176,0.785714,324,639,6509,3634617
ST12000NM0007,GRU,71,val,row_opt,0.014,0.082824,0.478951,0.141226,0.009801,0.853675,3197,35403,3478,3576644
ST12000NM0007,GRU,71,val,disk_opt,0.299,0.346088,0.090787,0.14384,0.000317,0.853675,606,1145,6069,3610902
ST12000NM0007,GRU,71,test,row_opt,0.014,0.071423,0.382409,0.120365,0.009345,0.784449,2613,33972,4220,3601284
ST12000NM0007,GRU,71,test,disk_opt,0.299,0.266512,0.06732,0.107489,0.000348,0.784449,460,1266,6373,3633990
ST12000NM0007,XGB,70,val,row_opt,0.019,0.080078,0.466816,0.136706,0.00991,0.865778,3116,35796,3559,3576251
ST12000NM0007,XGB,70,val,disk_opt,0.118,0.169914,0.182921,0.176178,0.001651,0.865778,1221,5965,5454,3606082
ST12000NM0007,XGB,70,test,row_opt,0.019,0.065042,0.389726,0.111479,0.01053,0.802662,2663,38280,4170,3596976
ST12000NM0007,XGB,70,test,disk_opt,0.118,0.126048,0.149568,0.136805,0.001949,0.802662,1022,7086,5811,3628170
ST12000NM0007,XGB,71,val,row_opt,0.018,0.08222,0.472809,0.14008,0.009753,0.863829,3156,35229,3519,3576818
ST12000NM0007,XGB,71,val,disk_opt,0.111,0.194933,0.192509,0.193714,0.001469,0.863829,1285,5307,5390,3606740
ST12000NM0007,XGB,71,test,row_opt,0.018,0.065291,0.391336,0.111911,0.01053,0.804852,2674,38281,4159,3596975
ST12000NM0007,XGB,71,test,disk_opt,0.111,0.136364,0.162886,0.148449,0.001939,0.804852,1113,7049,5720,3628207
ST12000NM0007,LGBM,70,val,row_opt,0.009,0.07702,0.449888,0.131523,0.009963,0.847023,3003,35987,3672,3576060
ST12000NM0007,LGBM,70,val,disk_opt,0.067,0.142352,0.162697,0.151846,0.001811,0.847023,1086,6543,5589,3605504
ST12000NM0007,LGBM,70,test,row_opt,0.009,0.064346,0.370847,0.109664,0.010136,0.775976,2534,36847,4299,3598409
ST12000NM0007,LGBM,70,test,disk_opt,0.067,0.114552,0.088248,0.099694,0.001282,0.775976,603,4661,6230,3630595
ST12000NM0007,LGBM,71,val,row_opt,0.008,0.073575,0.425468,0.125456,0.0099,0.832573,2840,35760,3835,3576287
ST12000NM0007,LGBM,71,val,disk_opt,0.039,0.140331,0.165243,0.151772,0.001871,0.832573,1103,6757,5572,3605290
ST12000NM0007,LGBM,71,test,row_opt,0.008,0.069999,0.346407,0.116463,0.008651,0.761724,2367,31448,4466,3603808
ST12000NM0007,LGBM,71,test,disk_opt,0.039,0.102421,0.107127,0.104721,0.001765,0.761724,732,6415,6101,3628841
TOSHIBA_20MG07ACA14TA,LSTM,70,val,row_opt,0.005,0.044133,0.472504,0.080726,0.008592,0.814496,2930,63460,3271,7322349
TOSHIBA_20MG07ACA14TA,LSTM,70,val,disk_opt,0.188,0.269209,0.152556,0.19475,0.000348,0.814496,946,2568,5255,7383241
TOSHIBA_20MG07ACA14TA,LSTM,70,test,row_opt,0.005,0.040025,0.467691,0.07374,0.009586,0.850281,2953,70825,3361,7317589
TOSHIBA_20MG07ACA14TA,LSTM,70,test,disk_opt,0.188,0.179634,0.149192,0.163004,0.000582,0.850281,942,4302,5372,7384112
TOSHIBA_20MG07ACA14TA,LSTM,71,val,row_opt,0.003,0.040531,0.48976,0.074866,0.009734,0.805731,3037,71894,3164,7313915
TOSHIBA_20MG07ACA14TA,LSTM,71,val,disk_opt,0.128,0.286698,0.147718,0.194977,0.000309,0.805731,916,2279,5285,7383530
TOSHIBA_20MG07ACA14TA,LSTM,71,test,row_opt,0.003,0.034475,0.498416,0.06449,0.011929,0.859033,3147,88136,3167,7300278
TOSHIBA_20MG07ACA14TA,LSTM,71,test,disk_opt,0.128,0.225167,0.138581,0.171569,0.000408,0.859033,875,3011,5439,7385403
TOSHIBA_20MG07ACA14TA,GRU,70,val,row_opt,0.003,0.044013,0.491856,0.080796,0.00897,0.809064,3050,66248,3151,7319561
TOSHIBA_20MG07ACA14TA,GRU,70,val,disk_opt,0.136,0.224399,0.186583,0.203751,0.000541,0.809064,1157,3999,5044,7381810
TOSHIBA_20MG07ACA14TA,GRU,70,test,row_opt,0.003,0.038548,0.484321,0.071413,0.010323,0.857526,3058,76271,3256,7312143
TOSHIBA_20MG07ACA14TA,GRU,70,test,disk_opt,0.136,0.202306,0.188945,0.195398,0.000637,0.857526,1193,4704,5121,7383710
TOSHIBA_20MG07ACA14TA,GRU,71,val,row_opt,0.004,0.043682,0.486696,0.080169,0.008946,0.805146,3018,66072,3183,7319737
TOSHIBA_20MG07ACA14TA,GRU,71,val,disk_opt,0.145,0.196233,0.196581,0.196407,0.000676,0.805146,1219,4993,4982,7380816
TOSHIBA_20MG07ACA14TA,GRU,71,test,row_opt,0.004,0.037066,0.485746,0.068876,0.010784,0.849293,3067,79677,3247,7308737
TOSHIBA_20MG07ACA14TA,GRU,71,test,disk_opt,0.145,0.187038,0.196547,0.191675,0.00073,0.849293,1241,5394,5073,7383020
TOSHIBA_20MG07ACA14TA,XGB,70,val,row_opt,0.002,0.067373,0.423641,0.116257,0.004924,0.776451,2627,36365,3574,7349444
TOSHIBA_20MG07ACA14TA,XGB,70,val,disk_opt,0.067,0.13927,0.204806,0.165796,0.001063,0.776451,1270,7849,4931,7377960
TOSHIBA_20MG07ACA14TA,XGB,70,test,row_opt,0.002,0.061293,0.42873,0.107253,0.005611,0.830185,2707,41458,3607,7346956
TOSHIBA_20MG07ACA14TA,XGB,70,test,disk_opt,0.067,0.16878,0.223472,0.192313,0.000941,0.830185,1411,6949,4903,7381465
TOSHIBA_20MG07ACA14TA,XGB,71,val,row_opt,0.002,0.051138,0.430092,0.091408,0.0067,0.788592,2667,49486,3534,7336323
TOSHIBA_20MG07ACA14TA,XGB,71,val,disk_opt,0.063,0.134071,0.226738,0.168504,0.00123,0.788592,1406,9081,4795,7376728
TOSHIBA_20MG07ACA14TA,XGB,71,test,row_opt,0.002,0.054609,0.413525,0.096477,0.006118,0.837319,2611,45202,3703,7343212
TOSHIBA_20MG07ACA14TA,XGB,71,test,disk_opt,0.063,0.139987,0.235033,0.175466,0.001234,0.837319,1484,9117,4830,7379297
TOSHIBA_20MG07ACA14TA,LGBM,70,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681132,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,70,val,disk_opt,0.133,0.205643,0.183358,0.193862,0.000595,0.681132,1137,4392,5064,7381417
TOSHIBA_20MG07ACA14TA,LGBM,70,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694399,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,70,test,disk_opt,0.133,0.255471,0.197814,0.222976,0.000493,0.694399,1249,3640,5065,7384774
TOSHIBA_20MG07ACA14TA,LGBM,71,val,row_opt,0.001,0.074866,0.363974,0.124188,0.003776,0.679664,2257,27890,3944,7357919
TOSHIBA_20MG07ACA14TA,LGBM,71,val,disk_opt,0.124,0.168153,0.203677,0.184218,0.000846,0.679664,1263,6248,4938,7379561
TOSHIBA_20MG07ACA14TA,LGBM,71,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694388,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,71,test,disk_opt,0.124,0.236305,0.196072,0.214317,0.000542,0.694388,1238,4001,5076,7384413
