arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.3327786543369294,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.9667391432097314,0.0361399284526993
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0919297112151984,14,9724,1,13,49,9675,0.0714285714285714,0.02,0.0050390785684903,0.9667391432097314,0.0361399284526993
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0407393521443012,14,9724,5,9,98,9626,0.3571428571428571,0.0485436893203883,0.0100781571369806,0.9667391432097314,0.0361399284526993
age,"나이만 (age_days, segment_age_days)",feat_age,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.002539531129878,14,9724,10,4,487,9237,0.7142857142857143,0.0201207243460764,0.0500822706705059,0.9667391432097314,0.0361399284526993
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.3744461321234696,16,9782,5,11,10,9772,0.3125,0.3333333333333333,0.0010222858311183,0.9708009609486812,0.2609079537956569
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.1881644391268445,16,9782,8,8,49,9733,0.5,0.1403508771929824,0.00500920057248,0.9708009609486812,0.2609079537956569
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.1253208601474777,16,9782,10,6,98,9684,0.625,0.0925925925925925,0.0100184011449601,0.9708009609486812,0.2609079537956569
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0113466173876076,16,9782,15,1,490,9292,0.9375,0.0297029702970297,0.0500920057248006,0.9708009609486812,0.2609079537956569
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.3490474343299931,17,9741,5,12,10,9731,0.2941176470588235,0.3333333333333333,0.0010265886459295,0.9631001769355724,0.1660129077829663
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.1551872625946997,17,9741,8,9,49,9692,0.4705882352941176,0.1403508771929824,0.0050302843650549,0.9631001769355724,0.1660129077829663
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0885428935289383,17,9741,8,9,98,9643,0.4705882352941176,0.0754716981132075,0.0100605687301098,0.9631001769355724,0.1660129077829663
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0112118069082498,17,9741,14,3,488,9253,0.8235294117647058,0.0278884462151394,0.0500975259213633,0.9631001769355724,0.1660129077829663
diff,차분만 (diff_lags 1/7/30),feat_diff,HGST_20HUH721212ALN604,xgboost,tabular,42,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.4230309260487559,14,9724,0,14,10,9714,0.0,0.0,0.0010283833813245,0.975627313862608,0.0729658660920493
